"chr"	"start"	"end"	"name"	"gieStain"
"NW_015090839.1"	"1327485"	"1349603"	"LOC106887915"	"gpos100"
"NW_015090839.1"	"4484457"	"4502708"	"LRRC74A"	"gpos100"
"NW_015090839.1"	"5776644"	"5798662"	"VSX2"	"gpos100"
"NW_015090839.1"	"18055319"	"18061943"	"LOC106887918"	"gpos100"
"NW_015090839.1"	"16939233"	"16943720"	"LOC106887919"	"gpos100"
"NW_015090839.1"	"5896935"	"5916091"	"ENTPD5"	"gpos100"
"NW_015090839.1"	"5882120"	"5893537"	"ALDH6A1"	"gpos100"
"NW_015090839.1"	"4506792"	"4518312"	"ANGEL1"	"gpos100"
"NW_015090839.1"	"4521265"	"4536626"	"VASH1"	"gpos100"
"NW_015090839.1"	"18652633"	"18686201"	"RBM25"	"gpos100"
"NW_015090772.1"	"1746455"	"2048864"	"ARPP21"	"gpos100"
"NW_015090839.1"	"18616937"	"18647417"	"ZFYVE1"	"gpos100"
"NW_015090839.1"	"18808066"	"18930680"	"NUMB"	"gpos100"
"NW_015090839.1"	"18924923"	"18932529"	"LOC106887928"	"gpos100"
"NW_015090839.1"	"18812881"	"18816796"	"LOC106887929"	"gpos100"
"NW_015090839.1"	"9402131"	"9489281"	"NUBPL"	"gpos100"
"NW_015090839.1"	"9489281"	"9520216"	"DTD2"	"gpos100"
"NW_015090839.1"	"9512221"	"9519550"	"LOC106887932"	"gpos100"
"NW_015090839.1"	"17644406"	"17726251"	"PCNX1"	"gpos100"
"NW_015090839.1"	"15600038"	"15615168"	"PLEK2"	"gpos100"
"NW_015090839.1"	"15590008"	"15599610"	"EIF2S1"	"gpos100"
"NW_015090839.1"	"15579068"	"15589763"	"ATP6V1D"	"gpos100"
"NW_015090839.1"	"15615630"	"15620457"	"LOC106887937"	"gpos100"
"NW_015090839.1"	"7803537"	"7817239"	"SRP54"	"gpos100"
"NW_015090839.1"	"7770144"	"7782662"	"PPP2R3C"	"gpos100"
"NW_015090839.1"	"7783402"	"7795101"	"FAM177A1"	"gpos100"
"NW_015090839.1"	"6001220"	"6038427"	"LOC106887941"	"gpos100"
"NW_015090839.1"	"6045987"	"6056847"	"PNN"	"gpos100"
"NW_015090839.1"	"6028149"	"6055850"	"LOC106887943"	"gpos100"
"NW_015090839.1"	"3950704"	"3966361"	"SNW1"	"gpos100"
"NW_015090839.1"	"3868501"	"3951084"	"ADCK1"	"gpos100"
"NW_015090839.1"	"3970481"	"3984473"	"ALKBH1"	"gpos100"
"NW_015090839.1"	"3966293"	"3970533"	"SLIRP"	"gpos100"
"NW_015090839.1"	"3976409"	"3991790"	"LOC106887948"	"gpos100"
"NW_015090839.1"	"16801614"	"16902077"	"SUSD6"	"gpos100"
"NW_015090839.1"	"5477741"	"5531566"	"YLPM1"	"gpos100"
"NW_015090839.1"	"11975382"	"11980608"	"ACTC1"	"gpos100"
"NW_015090839.1"	"6076029"	"6101845"	"SEC23A"	"gpos100"
"NW_015090839.1"	"6066452"	"6072943"	"GEMIN2"	"gpos100"
"NW_015090839.1"	"6057262"	"6063662"	"TRAPPC6B"	"gpos100"
"NW_015090839.1"	"7508542"	"7632470"	"RALGAPA1"	"gpos100"
"NW_015090839.1"	"15022076"	"15064198"	"EIF2AK4"	"gpos100"
"NW_015090839.1"	"15064887"	"15068600"	"SRP14"	"gpos100"
"NW_015090839.1"	"2312838"	"2386289"	"STON2"	"gpos100"
"NW_015090839.1"	"2408875"	"2429267"	"GTF2A1"	"gpos100"
"NW_015090839.1"	"17828697"	"18023993"	"SIPA1L1"	"gpos100"
"NW_015090839.1"	"5373288"	"5393138"	"MLH3"	"gpos100"
"NW_015090839.1"	"5394019"	"5400195"	"EIF2B2"	"gpos100"
"NW_015090839.1"	"5013695"	"5143484"	"TTLL5"	"gpos100"
"NW_015090839.1"	"4994026"	"5008702"	"TGFB3"	"gpos100"
"NW_015090839.1"	"8923555"	"9203541"	"AKAP6"	"gpos100"
"NW_015090839.1"	"8877223"	"8932231"	"LOC106887966"	"gpos100"
"NW_015090839.1"	"18382212"	"18565008"	"DPF3"	"gpos100"
"NW_015090839.1"	"9255844"	"9308330"	"ARHGAP5"	"gpos100"
"NW_015090839.1"	"16718002"	"16739169"	"SLC39A9"	"gpos100"
"NW_015090839.1"	"16709954"	"16717884"	"ERH"	"gpos100"
"NW_015090839.1"	"16340719"	"16357294"	"LOC106887971"	"gpos100"
"NW_015090839.1"	"17130676"	"17232181"	"SLC8A3"	"gpos100"
"NW_015090839.1"	"17032277"	"17123150"	"SMOC1"	"gpos100"
"NW_015090839.1"	"4286051"	"4293330"	"ZDHHC22"	"gpos100"
"NW_015090839.1"	"4311199"	"4320807"	"CIPC"	"gpos100"
"NW_015090839.1"	"4855312"	"4887111"	"LOC106887976"	"gpos100"
"NW_015090839.1"	"18074389"	"18350319"	"RGS6"	"gpos100"
"NW_015090839.1"	"13632676"	"13644583"	"FAM98B"	"gpos100"
"NW_015090839.1"	"13645531"	"13688400"	"RASGRP1"	"gpos100"
"NW_015090772.1"	"1030620"	"1204467"	"CLASP2"	"gpos100"
"NW_015090839.1"	"16366471"	"16413166"	"ACTN1"	"gpos100"
"NW_015090839.1"	"17341168"	"17402734"	"LOC106887982"	"gpos100"
"NW_015090839.1"	"17429722"	"17434314"	"LOC106887983"	"gpos100"
"NW_015090839.1"	"17284709"	"17336033"	"LOC106887984"	"gpos100"
"NW_015090839.1"	"17436120"	"17443593"	"LOC106887985"	"gpos100"
"NW_015090839.1"	"797009"	"864339"	"FLRT2"	"gpos100"
"NW_015090839.1"	"2822244"	"3747552"	"NRXN3"	"gpos100"
"NW_015090839.1"	"16923643"	"16931475"	"SLC10A1"	"gpos100"
"NW_015090839.1"	"16918559"	"16923137"	"SRSF5"	"gpos100"
"NW_015090839.1"	"9521142"	"9581757"	"HEATR5A"	"gpos100"
"NW_015090839.1"	"7960607"	"7965064"	"CFL2"	"gpos100"
"NW_015090839.1"	"12923942"	"13095605"	"MEIS2"	"gpos100"
"NW_015090839.1"	"12914168"	"12915408"	"LOC106887993"	"gpos100"
"NW_015090839.1"	"12908826"	"12922152"	"LOC106887994"	"gpos100"
"NW_015090839.1"	"2267518"	"2301327"	"SEL1L"	"gpos100"
"NW_015090839.1"	"13744714"	"13776612"	"SCG5"	"gpos100"
"NW_015090839.1"	"13791074"	"13801893"	"GREM1"	"gpos100"
"NW_015090839.1"	"13771714"	"13773625"	"LOC106887998"	"gpos100"
"NW_015090839.1"	"5541498"	"5563664"	"AREL1"	"gpos100"
"NW_015090839.1"	"15688872"	"15697068"	"ARG2"	"gpos100"
"NW_015090839.1"	"15678838"	"15689263"	"VTI1B"	"gpos100"
"NW_015090839.1"	"15671575"	"15678561"	"RDH12"	"gpos100"
"NW_015090839.1"	"15621837"	"15670829"	"ZFYVE26"	"gpos100"
"NW_015090839.1"	"17550208"	"17605430"	"MAP3K9"	"gpos100"
"NW_015090839.1"	"12752259"	"12882363"	"CDIN1"	"gpos100"
"NW_015090839.1"	"13545201"	"13606568"	"SPRED1"	"gpos100"
"NW_015090839.1"	"13815037"	"13960697"	"FMN1"	"gpos100"
"NW_015090839.1"	"5339039"	"5363525"	"NEK9"	"gpos100"
"NW_015090839.1"	"7873978"	"7944026"	"BAZ1A"	"gpos100"
"NW_015090839.1"	"18689505"	"18717159"	"PSEN1"	"gpos100"
"NW_015090839.1"	"16569637"	"16594977"	"EXD2"	"gpos100"
"NW_015090839.1"	"4654276"	"4785459"	"ESRRB"	"gpos100"
"NW_015090839.1"	"5323504"	"5334592"	"TMED10"	"gpos100"
"NW_015090839.1"	"9821214"	"9867439"	"SCFD1"	"gpos100"
"NW_015090839.1"	"4015905"	"4080679"	"SPTLC2"	"gpos100"
"NW_015090839.1"	"2723332"	"2741160"	"DIO2"	"gpos100"
"NW_015090839.1"	"15231898"	"15510325"	"GPHN"	"gpos100"
"NW_015090839.1"	"16490840"	"16562711"	"DCAF5"	"gpos100"
"NW_015090839.1"	"14868425"	"14884198"	"THBS1"	"gpos100"
"NW_015090760.1"	"84771"	"88374"	"LOC106888020"	"gpos100"
"NW_015090762.1"	"12348"	"17755"	"WSB2"	"gpos100"
"NW_015090839.1"	"5806914"	"5881737"	"LIN52"	"gpos100"
"NW_015090839.1"	"14412460"	"14427568"	"KATNBL1"	"gpos100"
"NW_015090839.1"	"7709129"	"7720071"	"PSMA6"	"gpos100"
"NW_015090839.1"	"4111086"	"4117241"	"AHSA1"	"gpos100"
"NW_015090839.1"	"5759455"	"5773444"	"LOC106888026"	"gpos100"
"NW_015090839.1"	"5746662"	"5761749"	"ABCD4"	"gpos100"
"NW_015090839.1"	"4373567"	"4377388"	"IRF2BPL"	"gpos100"
"NW_015090839.1"	"12006713"	"12060636"	"AQR"	"gpos100"
"NW_015090839.1"	"12067252"	"12076227"	"ZNF770"	"gpos100"
"NW_015090839.1"	"7817444"	"7839600"	"LOC106888031"	"gpos100"
"NW_015090839.1"	"15544086"	"15578093"	"PALS1"	"gpos100"
"NW_015090839.1"	"7273922"	"7290080"	"MBIP"	"gpos100"
"NW_015090839.1"	"15802348"	"15845433"	"TMEM229B"	"gpos100"
"NW_015090839.1"	"9875028"	"9894405"	"G2E3"	"gpos100"
"NW_015090839.1"	"7468666"	"7489743"	"BRMS1L"	"gpos100"
"NW_015090839.1"	"5143696"	"5146274"	"ERG28"	"gpos100"
"NW_015090839.1"	"5146783"	"5199026"	"FLVCR2"	"gpos100"
"NW_015090839.1"	"16621060"	"16696010"	"GALNT16"	"gpos100"
"NW_015090839.1"	"11711509"	"11815160"	"STXBP6"	"gpos100"
"NW_015090839.1"	"10188351"	"10246409"	"PRKD1"	"gpos100"
"NW_015090839.1"	"15717419"	"15723379"	"PIGH"	"gpos100"
"NW_015090839.1"	"15724283"	"15771237"	"PLEKHH1"	"gpos100"
"NW_015090839.1"	"16303691"	"16305490"	"ZFP36L1"	"gpos100"
"NW_015090839.1"	"6349591"	"6353188"	"SSTR1"	"gpos100"
"NW_015090839.1"	"4152079"	"4164660"	"TMED8"	"gpos100"
"NW_015090839.1"	"17456787"	"17468590"	"MED6"	"gpos100"
"NW_015090839.1"	"5958705"	"5978495"	"ZNF410"	"gpos100"
"NW_015090839.1"	"8021965"	"8026489"	"SPTSSA"	"gpos100"
"NW_015090839.1"	"15126147"	"15143046"	"BMF"	"gpos100"
"NW_015090839.1"	"7722221"	"7769246"	"PRORP"	"gpos100"
"NW_015090839.1"	"18594094"	"18608576"	"DCAF4"	"gpos100"
"NW_015090839.1"	"5586185"	"5664374"	"LTBP2"	"gpos100"
"NW_015090839.1"	"6600092"	"6789274"	"MIPOL1"	"gpos100"
"NW_015090839.1"	"6670289"	"6676968"	"LOC106888055"	"gpos100"
"NW_015090839.1"	"18737286"	"18786559"	"PAPLN"	"gpos100"
"NW_015090839.1"	"8265644"	"8877148"	"NPAS3"	"gpos100"
"NW_015090839.1"	"7051512"	"7071849"	"PAX9"	"gpos100"
"NW_015090839.1"	"6940838"	"7049947"	"SLC25A21"	"gpos100"
"NW_015090839.1"	"15861572"	"16254274"	"RAD51B"	"gpos100"
"NW_015090839.1"	"13096818"	"13103362"	"LOC106888061"	"gpos100"
"NW_015090839.1"	"10560966"	"10570615"	"LOC106888062"	"gpos100"
"NW_015090839.1"	"4234400"	"4268204"	"TMEM63C"	"gpos100"
"NW_015090839.1"	"13689145"	"13743248"	"ARHGAP11A"	"gpos100"
"NW_015090839.1"	"8210877"	"8241357"	"EGLN3"	"gpos100"
"NW_015090839.1"	"8013515"	"8019217"	"EAPP"	"gpos100"
"NW_015090839.1"	"5671922"	"5673870"	"ISCA2"	"gpos100"
"NW_015090840.1"	"258909"	"259838"	"LOC106888068"	"gpos100"
"NW_015090840.1"	"432963"	"645410"	"CNTNAP4"	"gpos100"
"NW_015090841.1"	"218194"	"219918"	"LOC106888070"	"gpos100"
"NW_015090841.1"	"374941"	"488742"	"INSC"	"gpos100"
"NW_015090842.1"	"9696891"	"9699541"	"LOC106888072"	"gpos100"
"NW_015090842.1"	"9033387"	"9169201"	"BANP"	"gpos100"
"NW_015090842.1"	"20261236"	"20265576"	"SLC38A8"	"gpos100"
"NW_015090842.1"	"20168626"	"20261244"	"NECAB2"	"gpos100"
"NW_015090842.1"	"13204718"	"13217406"	"CCNE1"	"gpos100"
"NW_015090842.1"	"675221"	"787636"	"CHST8"	"gpos100"
"NW_015090842.1"	"17624320"	"17891288"	"FTO"	"gpos100"
"NW_015090842.1"	"270371"	"283122"	"SLC7A10"	"gpos100"
"NW_015090842.1"	"19397760"	"19417491"	"LOC106888080"	"gpos100"
"NW_015090762.1"	"515507"	"533932"	"LOC106888081"	"gpos100"
"NW_015090842.1"	"469542"	"471512"	"CEBPA"	"gpos100"
"NW_015090842.1"	"8406272"	"8418585"	"IRF8"	"gpos100"
"NW_015090842.1"	"1526290"	"1535417"	"CMTM3"	"gpos100"
"NW_015090842.1"	"13293581"	"13301324"	"PLEKHF1"	"gpos100"
"NW_015090842.1"	"19453742"	"19481557"	"DUS2"	"gpos100"
"NW_015090842.1"	"19680132"	"19685045"	"LOC106888087"	"gpos100"
"NW_015090842.1"	"16988292"	"17091295"	"TOX3"	"gpos100"
"NW_015090842.1"	"6296699"	"6307755"	"LOC106888089"	"gpos100"
"NW_015090842.1"	"6300503"	"6302869"	"LOC106888090"	"gpos100"
"NW_015090842.1"	"5801588"	"5810753"	"CENPN"	"gpos100"
"NW_015090842.1"	"3426127"	"3432145"	"LOC106888092"	"gpos100"
"NW_015090842.1"	"10225653"	"10233331"	"GAS8"	"gpos100"
"NW_015090842.1"	"10233306"	"10236723"	"LOC106888094"	"gpos100"
"NW_015090842.1"	"17800"	"24576"	"LOC106888095"	"gpos100"
"NW_015090842.1"	"1082400"	"1095309"	"LOC106888096"	"gpos100"
"NW_015090842.1"	"7767065"	"7774831"	"LOC106888097"	"gpos100"
"NW_015090842.1"	"8422753"	"8437549"	"LOC106888098"	"gpos100"
"NW_015090842.1"	"9421324"	"9435259"	"ZNF469"	"gpos100"
"NW_015090842.1"	"441697"	"468026"	"LOC106888100"	"gpos100"
"NW_015090842.1"	"299857"	"441109"	"LOC106888101"	"gpos100"
"NW_015090842.1"	"5032949"	"5035574"	"LOC106888102"	"gpos100"
"NW_015090842.1"	"19391688"	"19393028"	"LOC106888103"	"gpos100"
"NW_015090842.1"	"12462083"	"12484532"	"LOC106888104"	"gpos100"
"NW_015090842.1"	"64"	"13283"	"LOC106888105"	"gpos100"
"NW_015090842.1"	"87685"	"92321"	"NUDT19"	"gpos100"
"NW_015090842.1"	"494441"	"600068"	"PEPD"	"gpos100"
"NW_015090842.1"	"1102994"	"1120529"	"GPI"	"gpos100"
"NW_015090842.1"	"1255778"	"1260157"	"PDCD2L"	"gpos100"
"NW_015090842.1"	"1437178"	"1459174"	"LOC106888110"	"gpos100"
"NW_015090842.1"	"1552155"	"1558069"	"LOC106888111"	"gpos100"
"NW_015090842.1"	"4201916"	"4260422"	"VAT1L"	"gpos100"
"NW_015090842.1"	"5708273"	"5744766"	"CDYL2"	"gpos100"
"NW_015090842.1"	"5837307"	"5838114"	"PPP1R3E"	"gpos100"
"NW_015090842.1"	"5867458"	"5908467"	"PKD1L2"	"gpos100"
"NW_015090842.1"	"6074796"	"6139888"	"CMIP"	"gpos100"
"NW_015090772.1"	"1230331"	"1265040"	"PDCD6IP"	"gpos100"
"NW_015090842.1"	"7343360"	"7381763"	"WFDC1"	"gpos100"
"NW_015090842.1"	"7559758"	"7594660"	"USP10"	"gpos100"
"NW_015090842.1"	"8068470"	"8113458"	"FOXL1"	"gpos100"
"NW_015090842.1"	"8164579"	"8167717"	"FOXF1"	"gpos100"
"NW_015090842.1"	"8984146"	"8985026"	"LOC106888122"	"gpos100"
"NW_015090842.1"	"9547249"	"9548776"	"LOC106888123"	"gpos100"
"NW_015090842.1"	"9567920"	"9586460"	"PIEZO1"	"gpos100"
"NW_015090842.1"	"9596535"	"9600723"	"CDT1"	"gpos100"
"NW_015090842.1"	"9846025"	"9850732"	"CDH15"	"gpos100"
"NW_015090842.1"	"10120447"	"10128619"	"ZNF276"	"gpos100"
"NW_015090842.1"	"10180264"	"10199032"	"TCF25"	"gpos100"
"NW_015090842.1"	"10215487"	"10221260"	"DEF8"	"gpos100"
"NW_015090842.1"	"11072603"	"11184935"	"ZFHX3"	"gpos100"
"NW_015090842.1"	"11465548"	"11499328"	"PHLPP2"	"gpos100"
"NW_015090842.1"	"11617381"	"11693067"	"LOC106888132"	"gpos100"
"NW_015090842.1"	"13342993"	"13362674"	"VSTM2B"	"gpos100"
"NW_015090842.1"	"14641644"	"14673971"	"N4BP1"	"gpos100"
"NW_015090842.1"	"14982828"	"14987429"	"CBLN1"	"gpos100"
"NW_015090842.1"	"17432127"	"17436561"	"LOC106888136"	"gpos100"
"NW_015090842.1"	"18014589"	"18018208"	"IRX3"	"gpos100"
"NW_015090842.1"	"18875634"	"18885060"	"LOC106888138"	"gpos100"
"NW_015090842.1"	"19218115"	"19279035"	"SLC6A2"	"gpos100"
"NW_015090842.1"	"19451540"	"19453668"	"DDX28"	"gpos100"
"NW_015090842.1"	"19519450"	"19587677"	"NFATC3"	"gpos100"
"NW_015090842.1"	"20083531"	"20086196"	"LOC106888142"	"gpos100"
"NW_015090842.1"	"20335191"	"20361191"	"LOC106888143"	"gpos100"
"NW_015090842.1"	"16280166"	"16312452"	"SALL1"	"gpos100"
"NW_015090842.1"	"15155111"	"15399223"	"ZNF423"	"gpos100"
"NW_015090772.1"	"194054"	"232873"	"EIF1B"	"gpos100"
"NW_015090842.1"	"15553826"	"15618155"	"ADCY7"	"gpos100"
"NW_015090842.1"	"16015049"	"16038490"	"CYLD"	"gpos100"
"NW_015090842.1"	"15620678"	"15636984"	"BRD7"	"gpos100"
"NW_015090842.1"	"15503679"	"15539647"	"TENT4B"	"gpos100"
"NW_015090842.1"	"15813212"	"15925535"	"NKD1"	"gpos100"
"NW_015090842.1"	"15986086"	"15997926"	"SNX20"	"gpos100"
"NW_015090842.1"	"15454659"	"15461374"	"CNEP1R1"	"gpos100"
"NW_015090842.1"	"15461827"	"15492776"	"HEATR3"	"gpos100"
"NW_015090842.1"	"15444483"	"15454516"	"LOC106888155"	"gpos100"
"NW_015090842.1"	"15925639"	"15931987"	"LOC106888156"	"gpos100"
"NW_015090842.1"	"16004228"	"16008193"	"LOC106888157"	"gpos100"
"NW_015090842.1"	"15537000"	"15553074"	"LOC106888158"	"gpos100"
"NW_015090842.1"	"10308502"	"10311821"	"VPS4A"	"gpos100"
"NW_015090842.1"	"10083885"	"10092247"	"CPNE7"	"gpos100"
"NW_015090842.1"	"10313297"	"10316571"	"COG8"	"gpos100"
"NW_015090842.1"	"10316713"	"10317944"	"NIP7"	"gpos100"
"NW_015090842.1"	"13320846"	"13323982"	"POP4"	"gpos100"
"NW_015090772.1"	"746360"	"794865"	"GLB1"	"gpos100"
"NW_015090842.1"	"1272520"	"1282404"	"LOC106888165"	"gpos100"
"NW_015090842.1"	"10108999"	"10112879"	"CDK10"	"gpos100"
"NW_015090842.1"	"13929402"	"13948844"	"SHCBP1"	"gpos100"
"NW_015090842.1"	"1535910"	"1539311"	"CKLF"	"gpos100"
"NW_015090842.1"	"1536284"	"1538608"	"LOC106888169"	"gpos100"
"NW_015090842.1"	"4177651"	"4180576"	"NUDT7"	"gpos100"
"NW_015090842.1"	"9661323"	"9665264"	"TRAPPC2L"	"gpos100"
"NW_015090762.1"	"529715"	"561658"	"HORMAD2"	"gpos100"
"NW_015090842.1"	"10239587"	"10243967"	"LOC106888173"	"gpos100"
"NW_015090842.1"	"10298900"	"10306709"	"SNTB2"	"gpos100"
"NW_015090842.1"	"10288043"	"10291005"	"HAS3"	"gpos100"
"NW_015090772.1"	"787236"	"794851"	"TMPPE"	"gpos100"
"NW_015090842.1"	"10291294"	"10292959"	"CHTF8"	"gpos100"
"NW_015090842.1"	"8466368"	"8471063"	"GINS2"	"gpos100"
"NW_015090842.1"	"10172222"	"10178751"	"SPIRE2"	"gpos100"
"NW_015090842.1"	"10292997"	"10298112"	"UTP4"	"gpos100"
"NW_015090842.1"	"19696543"	"19698990"	"LOC106888181"	"gpos100"
"NW_015090842.1"	"19685246"	"19715222"	"LOC106888182"	"gpos100"
"NW_015090842.1"	"5939151"	"5966536"	"GAN"	"gpos100"
"NW_015090842.1"	"10114986"	"10120078"	"VPS9D1"	"gpos100"
"NW_015090842.1"	"10094914"	"10097611"	"LOC106888185"	"gpos100"
"NW_015090772.1"	"2914221"	"3262952"	"ELMO1"	"gpos100"
"NW_015090842.1"	"10113160"	"10114866"	"SPATA2L"	"gpos100"
"NW_015090842.1"	"12283609"	"12287808"	"LOC106888188"	"gpos100"
"NW_015090842.1"	"6235286"	"6238867"	"SDR42E1"	"gpos100"
"NW_015090842.1"	"18478148"	"18484086"	"LOC106888190"	"gpos100"
"NW_015090842.1"	"9550611"	"9553370"	"MVD"	"gpos100"
"NW_015090842.1"	"6257506"	"6268838"	"HSD17B2"	"gpos100"
"NW_015090842.1"	"10221705"	"10224267"	"DBNDD1"	"gpos100"
"NW_015090842.1"	"94918"	"132227"	"TDRD12"	"gpos100"
"NW_015090842.1"	"8128872"	"8130680"	"FOXC2"	"gpos100"
"NW_015090842.1"	"18161344"	"18166439"	"LOC106888196"	"gpos100"
"NW_015090842.1"	"9480100"	"9482094"	"CIDEC"	"gpos100"
"NW_015090842.1"	"5511980"	"5518565"	"DYNLRB2"	"gpos100"
"NW_015090842.1"	"10097985"	"10102081"	"DPEP1"	"gpos100"
"NW_015090842.1"	"7282450"	"7301481"	"KCNG4"	"gpos100"
"NW_015090842.1"	"8167928"	"8188254"	"LOC106888201"	"gpos100"
"NW_015090842.1"	"9850782"	"9854021"	"SLC22A31"	"gpos100"
"NW_015090842.1"	"800642"	"806662"	"LOC106888203"	"gpos100"
"NW_015090842.1"	"17476803"	"17481411"	"LOC106888204"	"gpos100"
"NW_015090842.1"	"19435455"	"19448497"	"LOC106888205"	"gpos100"
"NW_015090842.1"	"4275995"	"4282552"	"CLEC3A"	"gpos100"
"NW_015090842.1"	"9699619"	"9701252"	"LOC106888207"	"gpos100"
"NW_015090842.1"	"5098771"	"5118531"	"LOC106888208"	"gpos100"
"NW_015090842.1"	"9668624"	"9672502"	"PABPN1L"	"gpos100"
"NW_015090842.1"	"10642378"	"10645092"	"LOC106888210"	"gpos100"
"NW_015090842.1"	"20153139"	"20167891"	"LOC106888211"	"gpos100"
"NW_015090842.1"	"14787971"	"14944474"	"LOC106888212"	"gpos100"
"NW_015090842.1"	"5121874"	"5124325"	"LOC106888213"	"gpos100"
"NW_015090842.1"	"8113827"	"8116229"	"LOC106888214"	"gpos100"
"NW_015090842.1"	"17159172"	"17162895"	"LOC106888215"	"gpos100"
"NW_015090842.1"	"17096173"	"17129862"	"LOC106888216"	"gpos100"
"NW_015090842.1"	"12121431"	"12126078"	"LOC106888217"	"gpos100"
"NW_015090842.1"	"12088804"	"12091206"	"LOC106888218"	"gpos100"
"NW_015090842.1"	"14025526"	"14062513"	"MYLK3"	"gpos100"
"NW_015090842.1"	"14111009"	"14127261"	"GPT2"	"gpos100"
"NW_015090842.1"	"14017301"	"14023733"	"ORC6"	"gpos100"
"NW_015090842.1"	"14128789"	"14137975"	"LOC106888222"	"gpos100"
"NW_015090842.1"	"14063741"	"14087961"	"LOC106888223"	"gpos100"
"NW_015090842.1"	"14095727"	"14127975"	"LOC106888224"	"gpos100"
"NW_015090842.1"	"16315780"	"16319152"	"LOC106888225"	"gpos100"
"NW_015090842.1"	"11401933"	"11413783"	"ATXN1L"	"gpos100"
"NW_015090842.1"	"11390490"	"11404304"	"ZNF821"	"gpos100"
"NW_015090842.1"	"11380486"	"11390357"	"IST1"	"gpos100"
"NW_015090842.1"	"211146"	"229676"	"GPATCH1"	"gpos100"
"NW_015090772.1"	"2480716"	"2540672"	"TRANK1"	"gpos100"
"NW_015090842.1"	"245947"	"268029"	"LRP3"	"gpos100"
"NW_015090842.1"	"241226"	"243725"	"LOC106888232"	"gpos100"
"NW_015090842.1"	"34634"	"78782"	"ANKRD27"	"gpos100"
"NW_015090842.1"	"78848"	"83216"	"RGS9BP"	"gpos100"
"NW_015090842.1"	"28549"	"33309"	"PDCD5"	"gpos100"
"NW_015090772.1"	"21923"	"28362"	"LOC106888236"	"gpos100"
"NW_015090842.1"	"5811746"	"5827454"	"ATMIN"	"gpos100"
"NW_015090842.1"	"9858839"	"10025931"	"ANKRD11"	"gpos100"
"NW_015090842.1"	"10379773"	"10443249"	"NFAT5"	"gpos100"
"NW_015090842.1"	"10444252"	"10447071"	"NOB1"	"gpos100"
"NW_015090842.1"	"20031781"	"20048144"	"LOC106888241"	"gpos100"
"NW_015090842.1"	"19980719"	"20017592"	"SLC7A6"	"gpos100"
"NW_015090772.1"	"237402"	"651957"	"MYRIP"	"gpos100"
"NW_015090842.1"	"19973451"	"19980663"	"SLC7A6OS"	"gpos100"
"NW_015090842.1"	"19337204"	"19387530"	"SLC12A4"	"gpos100"
"NW_015090842.1"	"11550807"	"11573439"	"ADAT1"	"gpos100"
"NW_015090762.1"	"1862668"	"1913329"	"AIFM3"	"gpos100"
"NW_015090842.1"	"11588708"	"11600763"	"LOC106888248"	"gpos100"
"NW_015090842.1"	"11585021"	"11588773"	"TMEM231"	"gpos100"
"NW_015090842.1"	"11578558"	"11584883"	"GABARAPL2"	"gpos100"
"NW_015090842.1"	"11360625"	"11370874"	"DHX38"	"gpos100"
"NW_015090772.1"	"3381219"	"3411152"	"ANLN"	"gpos100"
"NW_015090842.1"	"11294800"	"11360620"	"LOC106888253"	"gpos100"
"NW_015090842.1"	"11348782"	"11351031"	"LOC106888254"	"gpos100"
"NW_015090842.1"	"11351036"	"11351870"	"LOC106888255"	"gpos100"
"NW_015090842.1"	"14564112"	"14588714"	"SIAH1"	"gpos100"
"NW_015090842.1"	"17324135"	"17430896"	"CHD9"	"gpos100"
"NW_015090842.1"	"1238944"	"1251790"	"UBA2"	"gpos100"
"NW_015090842.1"	"1167849"	"1231749"	"WTIP"	"gpos100"
"NW_015090772.1"	"2680884"	"2686578"	"EPDR1"	"gpos100"
"NW_015090842.1"	"11425546"	"11461736"	"AP1G1"	"gpos100"
"NW_015090842.1"	"10076914"	"10082157"	"RPL13"	"gpos100"
"NW_015090842.1"	"7505385"	"7538373"	"KLHL36"	"gpos100"
"NW_015090842.1"	"7490491"	"7513939"	"COTL1"	"gpos100"
"NW_015090842.1"	"8708553"	"8730545"	"FBXO31"	"gpos100"
"NW_015090842.1"	"14308661"	"14387927"	"PHKB"	"gpos100"
"NW_015090772.1"	"2581177"	"2607571"	"STARD3NL"	"gpos100"
"NW_015090842.1"	"8938536"	"8979141"	"LOC106888268"	"gpos100"
"NW_015090842.1"	"13993051"	"14010972"	"VPS35"	"gpos100"
"NW_015090842.1"	"13986887"	"13990688"	"LOC106888270"	"gpos100"
"NW_015090842.1"	"1011587"	"1029452"	"LSM14A"	"gpos100"
"NW_015090842.1"	"1032755"	"1079519"	"GARRE1"	"gpos100"
"NW_015090842.1"	"1030093"	"1032138"	"SS18L2"	"gpos100"
"NW_015090842.1"	"1038831"	"1072866"	"LOC106888274"	"gpos100"
"NW_015090842.1"	"20268514"	"20296693"	"MBTPS1"	"gpos100"
"NW_015090842.1"	"1488307"	"1520809"	"CMTM4"	"gpos100"
"NW_015090842.1"	"5915601"	"5935099"	"BCO1"	"gpos100"
"NW_015090842.1"	"11539663"	"11550698"	"KARS1"	"gpos100"
"NW_015090842.1"	"11527990"	"11535783"	"CHST4"	"gpos100"
"NW_015090842.1"	"11535854"	"11539738"	"TERF2IP"	"gpos100"
"NW_015090842.1"	"13111306"	"13146368"	"URI1"	"gpos100"
