GID,KEGG,KEGG_DESCRIPTION
106887508,K24878,ADNP2; activity-dependent neuroprotector homeobox protein 2
106887509,K17637,"EXOC2, SEC5; exocyst complex component 2"
106887510,K14816,REI1; pre-60S factor REI1
106887511,,
106887512,K06804,"CDH12; cadherin 12, type 2, N-cadherin 2"
106887513,K07178,RIOK1; RIO kinase 1 [EC:2.7.11.1]
106887516,K09220,"IKZF, ZNFN1A; IKAROS family zinc finger protein"
106887517,K11975,RNF144; E3 ubiquitin-protein ligase RNF144 [EC:2.3.2.31]
106887519,K15865,CDKAL1; threonylcarbamoyladenosine tRNA methylthiotransferase CDKAL1 [EC:2.8.4.5]
106887520,K01593,"DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]"
106887525,K12859,"TXNL4A, DIB1; U5 snRNP protein, DIM1 family"
106887521,K14286,"AGXT2L1, ETNPPL; ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]"
106887526,K19821,"SERPINB2, PAI2; plasminogen activator inhibitor 2"
106887527,K13963,SERPINB; serpin B
106887528,,
106887529,K20637,ARHGAP15; Rho GTPase-activating protein 15
106887531,K00546,HNMT; histamine N-methyltransferase [EC:2.1.1.8]
106887532,,
106887530,,
106887533,,
106887534,K22437,E2.1.1.22; carnosine N-methyltransferase [EC:2.1.1.22]
106887535,K25368,LYPD6B; Ly-6/uPAR domain-containing protein 6B
106887536,K25368,LYPD6B; Ly-6/uPAR domain-containing protein 6B
106887537,K20049,LRP1B; low-density lipoprotein receptor-related protein 1B
106887514,,
106887538,,
106887540,,
106887541,K02542,MCM6; DNA replication licensing factor MCM6 [EC:5.6.2.3]
106887542,K01229,LCT; lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62]
106887543,K01229,LCT; lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62]
106887544,K08412,GPR39; G protein-coupled receptor 39
106887545,K02542,MCM6; DNA replication licensing factor MCM6 [EC:5.6.2.3]
106887547,K04189,"CXCR4, CD184; C-X-C chemokine receptor type 4"
106887548,K25861,ZRANB3; DNA annealing helicase and endonuclease ZRANB3 [EC:5.6.2.- 3.1.-.-]
106887549,K16657,NXPH2; neurexophilin-2
106887546,K01507,ppa; inorganic pyrophosphatase [EC:3.6.1.1]
106887551,K25368,LYPD6B; Ly-6/uPAR domain-containing protein 6B
106887552,K01229,LCT; lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62]
106887554,K01556,"KYNU, kynU; kynureninase [EC:3.7.1.3]"
106887555,K17533,"MAP3K19, YSK4; mitogen-activated protein kinase kinase kinase 19 [EC:2.7.11.25]"
106887557,K01556,"KYNU, kynU; kynureninase [EC:3.7.1.3]"
106887558,K01556,"KYNU, kynU; kynureninase [EC:3.7.1.3]"
106887562,K23560,ZEB2; zinc finger homeobox protein 2
106887559,K09520,DNAJB14; DnaJ homolog subfamily B member 14
106887563,,
106887325,K23337,MKLN1; muskelin
106887565,K15188,CCNT; cyclin T
106887564,K24309,TET2_3; methylcytosine dioxygenase TET2/3 [EC:1.14.11.-]
106887566,K04670,ACVR2A; activin receptor type-2A [EC:2.7.11.30]
106887567,K02606,ORC4; origin recognition complex subunit 4
106887568,K00744,"MGAT5; alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase [EC:2.4.1.155]"
106887569,K23219,MBD5; methyl-CpG-binding domain protein 5
106887571,K15289,"SLC35F5; solute carrier family 35, member F5"
106887572,K10396,KIF5; kinesin family member 5
106887573,K10523,SPOP; speckle-type POZ protein
106887574,K18584,"ACTR3, ARP3; actin-related protein 3"
106887575,K22503,DARS1; aspartyl-tRNA synthetase [EC:6.1.1.12]
106887577,,
106887578,K03392,ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]
106887576,K15437,"AIMP1, ARC1; aminoacyl tRNA synthase complex-interacting multifunctional protein 1"
106887579,,
106887580,,
106887581,K24348,UBXN1_4; UBX domain-containing protein 1/4
106887582,K18270,RAB3GAP1; Rab3 GTPase-activating protein catalytic subunit
106887583,K18270,RAB3GAP1; Rab3 GTPase-activating protein catalytic subunit
106887584,K11322,EPC; enhancer of polycomb-like protein
106887585,K04931,"KCNS1, KV9.1; potassium voltage-gated channel delayed-rectifier subfamily S member 1"
106887587,K20639,ARHGAP18_28_40; Rho GTPase-activating protein 18/28/40
106887588,K13117,DHX35; ATP-dependent RNA helicase DDX35 [EC:3.6.4.13]
106887589,K20318,SYS1; protein SYS1
106887590,K13350,"PXMP4, PMP24; peroxisomal membrane protein 4"
106887592,,
106887593,K15015,"SLC32A, VGAT; solute carrier family 32 (vesicular inhibitory amino acid transporter)"
106887594,K17459,"PPP1R16B, TIMAP; protein phosphatase 1 regulatory inhibitor subunit 16B"
106887591,,
106887595,K23854,NECAB; N-terminal EF-hand calcium-binding protein
106887596,K11672,"ACTR5, ARP5, INO80M; actin-related protein 5"
106887597,K24852,ZNF341; zinc finger protein 341
106887599,,
106887600,,
106887602,K06053,"RBPSUH, RBPJK; recombining binding protein suppressor of hairless"
106887603,K17766,TOM34; mitochondrial import receptor subunit TOM34
106887604,K13126,PABPC; polyadenylate-binding protein
106887601,K12229,"DAPP1, BAM32; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide"
106887605,K12667,"SWP1, RPN2; oligosaccharyltransferase complex subunit delta (ribophorin II)"
106887606,K24246,EMILIN; emilin
106887607,,
106887608,K21769,"MYBL2, B-MYB; myb-related protein B"
106887609,K24063,SNTA; alpha-syntrophin
106887610,K20287,PLIN3; perilipin-3
106887611,K20287,PLIN3; perilipin-3
106887612,K19467,MATN; matrilin
106887613,K16805,"FAM83D, CHICA; protein FAM83D"
106887614,K15728,LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]
106887615,K16805,"FAM83D, CHICA; protein FAM83D"
106887616,K24881,ZHX3; zinc fingers and homeoboxes protein 3
106887617,K08725,ASIP; agouti signaling protein
106887586,K12825,"SF3A1, SAP114; splicing factor 3A subunit 1"
106887619,K17454,E2F1; transcription factor E2F1
106887620,,
106887618,K07521,UNC5; netrin receptor unc-5
106887621,K23642,"PI3, WFDC14; elafin"
106887622,K23642,"PI3, WFDC14; elafin"
106887623,,
106887625,K23642,"PI3, WFDC14; elafin"
106887626,K21409,ADIG; adipogenin
106887629,K10085,"EDEM2; ER degradation enhancer, mannosidase alpha-like 2"
106887630,K11796,TRPC4AP; Trpc4-associated protein
106887632,K24220,MYH1s; myosin heavy chain 1/2/3/4/8/13/7B/15
106887633,K16197,YWHAB_Q_Z; 14-3-3 protein beta/theta/zeta
106887634,K03163,TOP1; DNA topoisomerase I [EC:5.6.2.1]
106887635,,
106887636,K03238,EIF2S2; translation initiation factor 2 subunit 2
106887637,K13297,PTPRT; receptor-type tyrosine-protein phosphatase T [EC:3.1.3.48]
106887639,K04411,"STK4, MST1; serine/threonine kinase 4"
106887638,K02915,"RP-L34e, RPL34; large subunit ribosomal protein L34e"
106887640,K12667,"SWP1, RPN2; oligosaccharyltransferase complex subunit delta (ribophorin II)"
106887641,K01895,"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]"
106887642,K01116,"PLCG1; phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]"
106887644,K05704,SRC; tyrosine-protein kinase Src [EC:2.7.10.2]
106887645,K16338,SDC4; syndecan 4
106887643,K02915,"RP-L34e, RPL34; large subunit ribosomal protein L34e"
106887646,K22751,CBFA2T2; CBFA2/RUNX1 translocation partner 2
106887647,K12194,"CHMP4A_B, SNF7, VPS32A_B; charged multivesicular body protein 4A/B"
106887648,,
106887649,K21456,GSS; glutathione synthase [EC:6.3.2.3]
106887651,K05292,PIGT; GPI-anchor transamidase subunit T
106887652,,
106887650,K13811,PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
106887653,,
106887654,K19681,IFT52; intraflagellar transport protein 52
106887655,K12895,"RALY, HNRNPCL2; RNA-binding protein Raly"
106887656,K09036,MAFB; transcription factor MAFB
106887658,,
106887659,K13303,SGK2; serum/glucocorticoid-regulated kinase 2 [EC:2.7.11.1]
106887657,K16664,EMCN; endomucin
106887660,K08143,"SLC2A5, GLUT5; MFS transporter, SP family, solute carrier family 2 (facilitated glucose/fructose transporter), member 5"
106887661,K01672,CA; carbonic anhydrase [EC:4.2.1.1]
106887662,K05141,"TNFRSF1B, TNFR2, CD120b; tumor necrosis factor receptor superfamily member 1B"
106887663,K05154,"TNFRSF18, GITR, CD357; tumor necrosis factor receptor superfamily member 18"
106887665,,
106887666,,
106887667,K15544,SSU72; RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]
106887668,,
106887669,K15544,SSU72; RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]
106887670,K23966,CCNL; cyclin L
106887671,K04826,"SCNN1D, ENACD; amiloride-sensitive sodium channel subunit delta"
106887672,,
106887673,K23628,TTLL10; tubulin--tyrosine ligase like protein 10 [EC:6.3.2.-]
106887674,,
106887675,,
106887676,K13343,PEX14; peroxin-14
106887677,,
106887679,K05015,CLCN6; chloride channel 6
106887680,,
106887681,,
106887678,K11251,H2A; histone H2A
106887682,K01311,CTRC; chymotrypsin C [EC:3.4.21.2]
106887683,K00797,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
106887684,K16830,AURKAIP1; aurora kinase A-interacting protein
106887685,K25511,DRAXIN; draxin
106887686,K02310,"DFFA, DFF45; DNA fragmentation factor, 45 kD, alpha subunit"
106887688,K06054,HES1; hairy and enhancer of split 1
106887689,K21410,"C1QTNF12, FAM132A; adipolin"
106887687,K25939,BDH2; 4-oxoproline reductase [EC:1.1.1.104]
106887690,,
106887691,K02887,"RP-L20, MRPL20, rplT; large subunit ribosomal protein L20"
106887664,K19384,TMEM17; transmembrane protein 17
106887692,,
106887694,,
106887695,,
106887696,,
106887697,K05238,CORT; cortistatin
106887699,K12334,NPPA; natriuretic peptide A
106887700,K10392,KIF1; kinesin family member 1
106887701,K04183,"CCR8, CDw198; C-C chemokine receptor type 8"
106887702,K06210,NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
106887703,,
106887705,,
106887706,K04493,"ICAT, CTNNBIP1; beta-catenin-interacting protein 1 (inhibitor of beta-catenin and Tcf-4)"
106887704,K04179,"CCR4, CD194; C-C chemokine receptor type 4"
106887708,K06030,"MFN2, FZO1; mitofusin 2 [EC:3.6.5.-]"
106887709,K05145,"TNFRSF8, CD30; tumor necrosis factor receptor superfamily member 8"
106887710,,
106887712,K14351,AADACL3_4; arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
106887713,K14351,AADACL3_4; arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
106887714,K14351,AADACL3_4; arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
106887711,K04192,CX3CR1; CX3C chemokine receptor 1
106887715,K14351,AADACL3_4; arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
106887716,K14351,AADACL3_4; arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
106887717,K14351,AADACL3_4; arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
106887718,K11146,DHRS3; short-chain dehydrogenase/reductase 3 [EC:1.1.1.300]
106887719,,
106887720,K16778,PDPN; podoplanin
106887721,K01689,"ENO, eno; enolase [EC:4.2.1.11]"
106887722,K11432,"PRDM2, RIZ; [histone H3]-lysine9 N-trimethyltransferase PRDM2 [EC:2.1.1.355]"
106887723,K00473,"PLOD1; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]"
106887724,K01346,CELA2; pancreatic elastase II [EC:3.4.21.71]
106887726,K19527,VPS13D; vacuolar protein sorting-associated protein 13D
106887728,,
106887729,K05628,RERE; arginine-glutamic acid dipeptide repeats protein
106887732,K22659,CLSTN1; calsyntenin 1
106887733,K10597,"UBE4B, UFD2; ubiquitin conjugation factor E4 B [EC:2.3.2.27]"
106887735,K23600,"TARDBP, TDP43; TAR DNA-binding protein 43"
106887736,K03993,MASP2; mannan-binding lectin serine protease 2 [EC:3.4.21.104]
106887739,K25358,ANGPTL7; angiopoietin-related protein 7
106887740,K07203,"MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]"
106887741,K14833,NOC2; nucleolar complex protein 2
106887742,K04626,TAS1R3; taste receptor type 1 member 3
106887743,K13148,"CPSF3L, INTS11; integrator complex subunit 11 [EC:3.1.27.-]"
106887745,K04273,"LPAR6, P2RY5; lysophosphatidic acid receptor 6"
106887744,K05226,CCK; cholecystokinin
106887746,,
106887747,,
106887748,K12489,"ACAP; Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein"
106887749,K02353,DVL; segment polarity protein dishevelled
106887750,K19934,SDF4; calcium-binding protein
106887751,K05142,"TNFRSF4, OX40, CD134; tumor necrosis factor receptor superfamily member 4"
106887753,K13728,MAD2L2; mitotic spindle assembly checkpoint protein MAD2B
106887754,K10100,FBXO6; F-box protein 6
106887755,K10099,"FBXO2, NFB42; F-box protein 2"
106887756,K24683,"DISP3, PTCHD2; protein dispatched 3"
106887757,K04554,"UBE2J2, NCUBE2, UBC6; ubiquitin-conjugating enzyme E2 J2 [EC:2.3.2.23]"
106887759,K24402,MXRA8; matrix remodeling-associated protein 8
106887758,K19606,CRTAP; cartilage-associated protein
106887761,K06254,AGRN; agrin
106887762,K00033,"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
106887763,K11511,"APITD1, CENPS, MHF1; centromere protein S"
106887764,K25209,CASZ1; zinc finger protein castor
106887765,K10343,"SPSB1_4, SSB1, SSB4; SPRY domain-containing SOCS box protein 1/4"
106887737,K20462,"OSBP2, ORP4; oxysterol-binding protein 2"
106887767,K00922,"PIK3CA_B_D; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]"
106887768,K00734,B3GALT6; galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]
106887769,,
106887770,,
106887771,K23711,STAC; SH3 and cysteine-rich domain-containing protein
106887773,K00810,UBIAD1; menadiol prenyltransferase [EC:2.5.1.-]
106887774,K08467,GPR157; G protein-coupled receptor 157
106887776,K24870,TMEM240; transmembrane protein 240
106887777,K17681,ATAD3A_B; ATPase family AAA domain-containing protein 3A/B
106887778,K12591,"RRP6, EXOSC10; exosome complex exonuclease RRP6 [EC:3.1.13.-]"
106887780,K13937,H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
106887781,,
106887779,K17530,DCLK3; doublecortin-like kinase 3 [EC:2.7.11.1]
106887782,K23922,EFHD2; EF-hand domain-containing family member D2
106887783,K07293,PTPN11; tyrosine-protein phosphatase non-receptor type 11 [EC:3.1.3.48]
106887784,K12334,NPPA; natriuretic peptide A
106887785,K15116,"SLC25A33_36, RIM2; solute carrier family 25, member 33/36"
106887786,K24507,VWA1; von Willebrand factor A domain-containing protein 1
106887787,K10454,KLHL17; kelch-like protein 17 (actinfilin)
106887788,K25004,MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.53]
106887789,K10444,KLHL6; kelch-like protein 6
106887790,,
106887792,K08432,GPR148; G protein-coupled receptor 148
106887793,,
106887794,K02514,HS6ST1; heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-]
106887791,K23823,SUSD5; sushi domain-containing protein 5
106887795,K05769,"ARHGEF4_29, ASEF1_2; Rho guanine nucleotide exchange factor 4/29"
106887796,,
106887797,K24539,YEATS2; YEATS domain-contaning protein 2
106887798,K24539,YEATS2; YEATS domain-contaning protein 2
106887799,K10461,KLHL24_35; kelch-like protein 24/35
106887800,K23857,PLEKHB; pleckstrin homology domain-containing family B
106887801,K13341,"PEX7, PTS2R; peroxin-7"
106887803,K08474,TAS2R; taste receptor type 2
106887804,,
106887805,,
106887806,K01893,"NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]"
106887807,K20044,PICALM; phosphatidylinositol-binding clathrin assembly protein
106887809,K23327,HIKESHI; protein Hikeshi
106887808,K21988,TMC; transmembrane channel-like protein
106887810,K11462,EED; polycomb protein EED
106887811,K24473,"TENM, ODZ; teneurin"
106887812,K06774,HNT; neurotrimin
106887814,,
106887815,K11491,NCAPD3; condensin-2 complex subunit D3
106887817,K22656,IGSF9B; immunoglobulin superfamily member 9B
106887818,,
106887819,,
106887816,K10268,FBXL2_20; F-box and leucine-rich repeat protein 2/20
106887823,K25543,GLB1L; beta-galactosidase-1-like protein [EC:3.2.1.-]
106887824,K00735,B3GAT1; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:2.4.1.135]
106887822,K12568,"MYBPC3; myosin-binding protein C, cardiac-type"
106887825,K18466,VPS26A_B; vacuolar protein sorting-associated protein 26A/B
106887826,K11538,ACAD8; isobutyryl-CoA dehydrogenase [EC:1.3.99.-]
106887828,,
106887827,K08734,MLH1; DNA mismatch repair protein MLH1
106887829,K06773,"OPCML, OBCAM; opioid binding protein/cell adhesion molecule-like"
106887830,K06785,JAM3; junctional adhesion molecule 3
106887832,K01107,INPP1; inositol polyphosphate 1-phosphatase [EC:3.1.3.57]
106887833,K00061,RDH5; 11-cis-retinol dehydrogenase [EC:1.1.1.315]
106887834,K11674,"MCRS1, INO80Q; microspherule protein 1"
106887835,,
106887836,K10424,DCTN2; dynactin 2
106887838,K19370,DNAJC22; DnaJ homolog subfamily C member 22
106887839,,
106887837,,
106887840,K04734,NFKBIA; NF-kappa-B inhibitor alpha
106887841,K19675,IFT43; intraflagellar transport protein 43
106887820,K00318,"PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]"
106887842,,
106887843,K09387,"FOXA1, HNF3A; forkhead box protein A1, hepatocyte nuclear factor 3-alpha"
106887846,K09033,JDP2; jun dimerization protein 2
106887847,K08442,GPR176; G protein-coupled receptor 176
106887845,K02185,SFRP4; secreted frizzled-related protein 4
106887849,K04249,TSHR; thyrotropin receptor
106887850,K24435,ISM; isthmin
106887851,K23906,SYNDIG1L; synapse differentiation-inducing gene protein 1-like
106887853,K07373,"GJD2, CX36; gap junction delta-2 protein"
106887854,K09385,FOXG; forkhead box protein G
106887855,K23574,COCH; cochlin
106887852,K08429,GPR141; G protein-coupled receptor 141
106887857,,
106887858,K23287,"VIPAS39, VPS16B; VPS33B-interacting protein in polarity and apical restriction"
106887859,K14405,"FIP1L1, FIP1; pre-mRNA 3'-end-processing factor FIP1"
106887860,,
106887861,K00728,"POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"
106887862,K17569,GPATCH2; G patch domain-containing protein 2
106887863,K04379,FOS; proto-oncogene protein c-fos
106887864,K16859,PGF; placenta growth factor
106887865,K20839,RSKL; ribosomal protein S6 kinase-like
106887866,K00658,"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
106887867,K20212,PROX2; prospero homeobox 2
106887868,K14566,"UTP24, FCF1; U3 small nucleolar RNA-associated protein 24"
106887869,,
106887871,K06126,COQ6; ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]
106887872,K10310,FBXO33; F-box protein 33
106887873,K24929,TTC6; tetratricopeptide repeat protein 6
106887870,K15118,"SLC25A38; solute carrier family 25, member 38"
106887874,K09347,NKX2-8; homeobox protein Nkx-2.8
106887875,K17920,SNX5_6_32; sorting nexin-5/6/32
106887876,,
106887877,,
106887878,,
106887879,K24930,TTC9; tetratricopeptide repeat protein 9
106887880,K16914,"RIOX1, NO66; bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [EC:1.14.11.- 1.14.11.27]"
106887881,K13443,NPC2; Niemann-Pick C2 protein
106887882,K04133,CHRM5; muscarinic acetylcholine receptor M5
106887883,,
106887884,K23568,EMC7; ER membrane protein complex subunit 7
106887885,K04963,RYR3; ryanodine receptor 3
106887888,K01800,"maiA, GSTZ1; maleylacetoacetate isomerase [EC:5.2.1.2]"
106887890,K21893,NGB; neuroglobin
106887891,K06927,DPH6; diphthine-ammonia ligase [EC:6.3.1.14]
106887892,,
106887894,,
106887895,,
106887896,K01512,acyP; acylphosphatase [EC:3.6.1.7]
106887898,K09034,BATF; ATF-like basic leucine zipper transcriptional factor
106887899,K09342,"NKX2-1, TITF1; homeobox protein Nkx-2.1"
106887900,K16460,CEP128; centrosomal protein CEP128
106887902,K08609,ADAM20; disintegrin and metalloproteinase domain-containing protein 20 [EC:3.4.24.-]
106887904,,
106887905,,
106887907,K12231,HECTD1; E3 ubiquitin-protein ligase HECTD1 [EC:2.3.2.26]
106887906,K02998,"RP-SAe, RPSA; small subunit ribosomal protein SAe"
106887908,K17608,STRN1_3_4; striatin 1/3/4
106887910,K12403,AP4S1; AP-4 complex subunit sigma-1
106887909,K09275,TFCP2; transcription factor CP2 and related proteins
